,idMonitoringOrdersAlarm,createdOn_x,idWorkOrder,latitude,longitude,IdCondition,Status,EventName,Unnamed: 0,idCompany,idStatus,createdOn_y,updatedOn,idDriver,idVehicle,idTypeTrip,idTypeOperation,transporter,currentLocation,totalArrivalTime,totalDistance,arrivalDistance,arrivalTime,updateTravelOn,tripNumber,businessName,typeCompanie,idCity,idCompanyParent,city_name,city_lon,city_lat,codeCity_mod,status_name,type_trip_name,operation_type_description,transporter_name,month
813552,59172191,2020-08-13 09:37:54,279932,10.41982,-75.43288000000001,0,0,Excesos de velocidad,7914,27955,22.0,2020-08-12 08:09:36.923,2020-08-14 17:40:59.78,65602.0,84096.0,9.0,1331,37287.0,"90, 085009 Sabanalarga, Colombia",16479.0,188907.0,43864.0,69.0,2020-08-14 16:11:18.0,8122996416,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
814368,59160188,2020-08-13 08:57:54,279923,4.59195,-74.08104,0,0,Excesos de velocidad,13229,47618,22.0,2020-08-12 07:56:42.307,2020-08-15 22:56:42.983,65559.0,99307.0,9.0,1413,58878.0,"Carrera 4 Este 46ABIS S-32, 110441 Bogotá, D.C., Colombia",45481.0,207292.0,6966.0,20.0,2020-08-15 20:09:26.0,CEB0361191,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,TIENDAS,Victor Manuel Barreto Fandiño,8
815223,59173859,2020-08-13 09:43:47,279747,4.68642,-74.15894,0,0,Excesos de velocidad,18461,47618,22.0,2020-08-12 05:29:46.317,2020-08-15 22:30:02.883,67100.0,109334.0,8.0,1411,78625.0,"Carrera 31 10-48, 111611 Bogotá, D.C., Colombia",3241.0,18688.0,2147.0,6.0,2020-08-15 21:04:56.0,CEB0361060,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Traslados,TRASLADOS,COLOMBIANA DE COMERCIO,8
815224,59172219,2020-08-13 09:38:00,279747,4.66855,-74.15100000000001,0,0,Excesos de velocidad,18461,47618,22.0,2020-08-12 05:29:46.317,2020-08-15 22:30:02.883,67100.0,109334.0,8.0,1411,78625.0,"Carrera 31 10-48, 111611 Bogotá, D.C., Colombia",3241.0,18688.0,2147.0,6.0,2020-08-15 21:04:56.0,CEB0361060,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Traslados,TRASLADOS,COLOMBIANA DE COMERCIO,8
815225,59166920,2020-08-13 09:20:09,279747,4.622,-74.10035,0,0,Excesos de velocidad,18461,47618,22.0,2020-08-12 05:29:46.317,2020-08-15 22:30:02.883,67100.0,109334.0,8.0,1411,78625.0,"Carrera 31 10-48, 111611 Bogotá, D.C., Colombia",3241.0,18688.0,2147.0,6.0,2020-08-15 21:04:56.0,CEB0361060,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Traslados,TRASLADOS,COLOMBIANA DE COMERCIO,8
815226,59170922,2020-08-13 09:32:42,279747,4.66036,-74.13669,0,0,Excesos de velocidad,18461,47618,22.0,2020-08-12 05:29:46.317,2020-08-15 22:30:02.883,67100.0,109334.0,8.0,1411,78625.0,"Carrera 31 10-48, 111611 Bogotá, D.C., Colombia",3241.0,18688.0,2147.0,6.0,2020-08-15 21:04:56.0,CEB0361060,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Traslados,TRASLADOS,COLOMBIANA DE COMERCIO,8
815227,59168839,2020-08-13 09:25:57,279747,4.63622,-74.1165,0,0,Excesos de velocidad,18461,47618,22.0,2020-08-12 05:29:46.317,2020-08-15 22:30:02.883,67100.0,109334.0,8.0,1411,78625.0,"Carrera 31 10-48, 111611 Bogotá, D.C., Colombia",3241.0,18688.0,2147.0,6.0,2020-08-15 21:04:56.0,CEB0361060,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Traslados,TRASLADOS,COLOMBIANA DE COMERCIO,8
815698,59160974,2020-08-13 08:59:50,279649,5.9903699999999995,-73.7712,0,0,Excesos de velocidad,18001,47618,22.0,2020-08-11 20:42:03.097,2020-08-13 10:40:59.92,65542.0,99174.0,3.0,1410,59796.0,"Calle 10 3A, 685001 Bolívar, Colombia",88942.0,756276.0,301001.0,645.0,2020-08-13 09:23:30.0,CEB0360966,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,LAYTON COY VALENTIN,8
816072,59158966,2020-08-13 08:53:31,279636,4.12806,-74.90779,0,0,Excesos de velocidad,31540,43685,22.0,2020-08-11 19:57:32.417,2020-08-15 09:02:56.817,62583.0,83540.0,4.0,1446,48619.0,"110141 Bogotá, D.C., Colombia",67673.0,809560.0,776681.0,1071.0,2020-08-15 09:03:01.0,4685,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
816073,59160789,2020-08-13 08:59:25,279636,4.0772900000000005,-74.93261,0,0,Excesos de velocidad,31540,43685,22.0,2020-08-11 19:57:32.417,2020-08-15 09:02:56.817,62583.0,83540.0,4.0,1446,48619.0,"110141 Bogotá, D.C., Colombia",67673.0,809560.0,776681.0,1071.0,2020-08-15 09:03:01.0,4685,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
816074,59163926,2020-08-13 09:10:30,279636,4.01679,-74.96175,0,0,Excesos de velocidad,31540,43685,22.0,2020-08-11 19:57:32.417,2020-08-15 09:02:56.817,62583.0,83540.0,4.0,1446,48619.0,"110141 Bogotá, D.C., Colombia",67673.0,809560.0,776681.0,1071.0,2020-08-15 09:03:01.0,4685,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
816075,59165761,2020-08-13 09:16:44,279636,3.96995,-74.99765,0,0,Excesos de velocidad,31540,43685,22.0,2020-08-11 19:57:32.417,2020-08-15 09:02:56.817,62583.0,83540.0,4.0,1446,48619.0,"110141 Bogotá, D.C., Colombia",67673.0,809560.0,776681.0,1071.0,2020-08-15 09:03:01.0,4685,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
816076,59157642,2020-08-13 08:47:42,279636,4.21424,-74.97986,0,0,Excesos de velocidad,31540,43685,22.0,2020-08-11 19:57:32.417,2020-08-15 09:02:56.817,62583.0,83540.0,4.0,1446,48619.0,"110141 Bogotá, D.C., Colombia",67673.0,809560.0,776681.0,1071.0,2020-08-15 09:03:01.0,4685,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
816077,59162277,2020-08-13 09:04:40,279636,4.04145,-74.96137,0,0,Excesos de velocidad,31540,43685,22.0,2020-08-11 19:57:32.417,2020-08-15 09:02:56.817,62583.0,83540.0,4.0,1446,48619.0,"110141 Bogotá, D.C., Colombia",67673.0,809560.0,776681.0,1071.0,2020-08-15 09:03:01.0,4685,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
816595,59167842,2020-08-13 09:23:30,279620,4.61291,-74.11919,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816596,59165837,2020-08-13 09:17:14,279620,4.60008,-74.13481,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816597,59159747,2020-08-13 08:56:26,279620,4.59644,-74.13908,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816598,59163910,2020-08-13 09:10:28,279620,4.5963,-74.13861,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816599,59170934,2020-08-13 09:32:43,279620,4.6197,-74.10265,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816600,59172168,2020-08-13 09:37:51,279620,4.612509999999999,-74.09569,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816601,59162434,2020-08-13 09:05:04,279620,4.596509999999999,-74.13905,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816602,59174010,2020-08-13 09:44:20,279620,4.612509999999999,-74.09573,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816603,59157666,2020-08-13 08:48:40,279620,4.5964,-74.13902,0,0,Excesos de velocidad,10844,47618,22.0,2020-08-11 19:27:29.730,2020-08-15 22:28:55.02,65674.0,106573.0,3.0,1410,60910.0,"Carrera 31 10-33, 111611 Bogotá, D.C., Colombia",4172.0,24907.0,16337.0,39.0,2020-08-12 08:29:56.0,CEB0360954,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,JHONATAN STEVEN RINCON BERNAL,8
816900,59173310,2020-08-13 09:42:26,279618,7.07402,-73.17882,0,0,Excesos de velocidad,21790,47618,22.0,2020-08-11 19:26:49.547,2020-08-14 09:12:41.453,65746.0,99251.0,3.0,1410,61515.0,"45A, 683029 Oiba, Colombia",143725.0,1402487.0,216964.0,341.0,2020-08-14 09:10:15.0,CEB0360953,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Joan Andrey Rodriguez,8
816901,59171733,2020-08-13 09:36:03,279618,7.07401,-73.17884000000001,0,0,Excesos de velocidad,21790,47618,22.0,2020-08-11 19:26:49.547,2020-08-14 09:12:41.453,65746.0,99251.0,3.0,1410,61515.0,"45A, 683029 Oiba, Colombia",143725.0,1402487.0,216964.0,341.0,2020-08-14 09:10:15.0,CEB0360953,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Joan Andrey Rodriguez,8
816902,59170620,2020-08-13 09:31:33,279618,7.07264,-73.17246999999999,0,0,Excesos de velocidad,21790,47618,22.0,2020-08-11 19:26:49.547,2020-08-14 09:12:41.453,65746.0,99251.0,3.0,1410,61515.0,"45A, 683029 Oiba, Colombia",143725.0,1402487.0,216964.0,341.0,2020-08-14 09:10:15.0,CEB0360953,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Joan Andrey Rodriguez,8
816903,59160803,2020-08-13 08:59:26,279618,7.097169999999999,-73.12705,0,0,Excesos de velocidad,21790,47618,22.0,2020-08-11 19:26:49.547,2020-08-14 09:12:41.453,65746.0,99251.0,3.0,1410,61515.0,"45A, 683029 Oiba, Colombia",143725.0,1402487.0,216964.0,341.0,2020-08-14 09:10:15.0,CEB0360953,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Joan Andrey Rodriguez,8
816904,59158025,2020-08-13 08:50:10,279618,7.08435,-73.15711,0,0,Excesos de velocidad,21790,47618,22.0,2020-08-11 19:26:49.547,2020-08-14 09:12:41.453,65746.0,99251.0,3.0,1410,61515.0,"45A, 683029 Oiba, Colombia",143725.0,1402487.0,216964.0,341.0,2020-08-14 09:10:15.0,CEB0360953,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Joan Andrey Rodriguez,8
816905,59168431,2020-08-13 09:24:27,279618,7.0845199999999995,-73.15733,0,0,Excesos de velocidad,21790,47618,22.0,2020-08-11 19:26:49.547,2020-08-14 09:12:41.453,65746.0,99251.0,3.0,1410,61515.0,"45A, 683029 Oiba, Colombia",143725.0,1402487.0,216964.0,341.0,2020-08-14 09:10:15.0,CEB0360953,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,Joan Andrey Rodriguez,8
817327,59165438,2020-08-13 09:15:18,279598,6.41486,-71.74329,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817328,59167313,2020-08-13 09:21:13,279598,6.43866,-71.7359,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817329,59169324,2020-08-13 09:27:21,279598,6.46139,-71.72645,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817330,59158205,2020-08-13 08:50:37,279598,6.18925,-71.65647,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817331,59174719,2020-08-13 09:46:14,279598,6.56962,-71.70746,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817332,59163758,2020-08-13 09:09:56,279598,6.35449,-71.7294,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817333,59162440,2020-08-13 09:05:04,279598,6.30595,-71.67603000000001,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817334,59173076,2020-08-13 09:40:53,279598,6.54175,-71.70761999999999,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
817335,59170905,2020-08-13 09:32:42,279598,6.49174,-71.7196,0,0,Excesos de velocidad,45670,47618,22.0,2020-08-11 18:31:28.550,2020-08-14 15:16:43.21,65730.0,99200.0,3.0,1410,48126.0,"816017 Arauquita, Colombia",78332.0,764866.0,2511.0,5.0,2020-08-14 13:45:15.0,CEB0360942,COLOMBIANA DE COMERCIO S.A.,ET,1274,24854.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Regional,PROVINCIA,PASCUAL ALIRIO HURTADO AGUILAR,8
818687,59159861,2020-08-13 08:56:56,279593,4.49254,-75.56673,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818688,59161729,2020-08-13 09:02:12,279593,4.49871,-75.56781,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818689,59163125,2020-08-13 09:07:34,279593,4.49912,-75.56784,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818690,59166438,2020-08-13 09:18:38,279593,4.51162,-75.57713000000001,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818691,59168441,2020-08-13 09:24:28,279593,4.5146,-75.5792,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818692,59158407,2020-08-13 08:51:34,279593,4.48515,-75.56674,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818693,59165203,2020-08-13 09:14:26,279593,4.50766,-75.57437,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
818694,59157101,2020-08-13 08:45:46,279593,4.48455,-75.56673,0,0,Excesos de velocidad,31539,43685,22.0,2020-08-11 18:16:13.713,2020-08-15 07:37:41.24,62453.0,83542.0,4.0,1446,48619.0,"40, 733517 Flandes, Colombia",60801.0,558040.0,365740.0,688.0,2020-08-15 07:34:35.0,4684,TRANSPORTES ALEX,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Nacional,Carga Normal,TRANSPORTES ALEX LTDA,8
820776,59171537,2020-08-13 09:35:36,279526,10.96441,-74.75244,0,0,Excesos de velocidad,7912,27955,22.0,2020-08-11 17:03:35.277,2020-08-13 18:04:21.047,67590.0,83877.0,9.0,1331,37287.0,"477008 Sitionuevo, Colombia",25464.0,303282.0,291310.0,397.0,2020-08-13 17:20:42.0,8123002077,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
820777,59170661,2020-08-13 09:31:33,279526,10.96441,-74.75244,0,0,Excesos de velocidad,7912,27955,22.0,2020-08-11 17:03:35.277,2020-08-13 18:04:21.047,67590.0,83877.0,9.0,1331,37287.0,"477008 Sitionuevo, Colombia",25464.0,303282.0,291310.0,397.0,2020-08-13 17:20:42.0,8123002077,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
820778,59173079,2020-08-13 09:40:53,279526,10.96439,-74.75244,0,0,Excesos de velocidad,7912,27955,22.0,2020-08-11 17:03:35.277,2020-08-13 18:04:21.047,67590.0,83877.0,9.0,1331,37287.0,"477008 Sitionuevo, Colombia",25464.0,303282.0,291310.0,397.0,2020-08-13 17:20:42.0,8123002077,DIACO S.A.,GC,1274,1.0,"BOGOTÁ, D.C.",-74.1139187163,4.62457504964,11001,Finalizado,Otros,PRODUCTO TERMINADO,ENTREGACARGAS SAS,8
821560,59164155,2020-08-13 09:11:26,279489,10.71393,-74.1352,0,0,Excesos de velocidad,39418,46372,22.0,2020-08-11 15:38:38.543,2020-08-15 07:28:47.98,59563.0,97674.0,4.0,1489,47189.0,"Vía Alterna al Puerto, 470003 Santa Marta, Colombia",57661.0,761180.0,124604.0,170.0,2020-08-15 07:15:07.0,010000118947,Transolicar,ET,1971,24854.0,BUCARAMANGA,-73.13232523100001,7.122787285339999,68001,Finalizado,Nacional,CARBON,TRANSPORTE DE CARGA SOLIDA Y LIQUIDA,8
