,idMonitoringOrdersAlarm,createdOn_x,idWorkOrder,latitude,longitude,IdCondition,Status,EventName,Unnamed: 0,idCompany,idStatus,createdOn_y,updatedOn,idDriver,idVehicle,idTypeTrip,idTypeOperation,transporter,currentLocation,totalArrivalTime,totalDistance,arrivalDistance,arrivalTime,updateTravelOn,tripNumber,businessName,typeCompanie,idCity,idCompanyParent,city_name,city_lon,city_lat,codeCity_mod,status_name,type_trip_name,operation_type_description,transporter_name,month
415618,70239147,2020-10-13 06:02:12,329383,8.501614,-75.63776999999999,0,0,Excesos de velocidad,24837,43826,44.0,2020-10-11 16:45:27.000,2020-10-13 08:25:59.0,67137.0,107188.0,2.0,1481,50386.0,"Calle 17 4, 052410 Caucasia, Colombia",11935.0,127040.0,127040.0,196.0,2020-10-13 08:22:29.0,613536308,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
415619,70239300,2020-10-13 06:02:35,329383,8.503599000000001,-75.63949000000001,0,0,Excesos de velocidad,24837,43826,44.0,2020-10-11 16:45:27.000,2020-10-13 08:25:59.0,67137.0,107188.0,2.0,1481,50386.0,"Calle 17 4, 052410 Caucasia, Colombia",11935.0,127040.0,127040.0,196.0,2020-10-13 08:22:29.0,613536308,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
415620,70251477,2020-10-13 06:47:39,329383,8.163017,-75.43639,0,0,Excesos de velocidad,24837,43826,44.0,2020-10-11 16:45:27.000,2020-10-13 08:25:59.0,67137.0,107188.0,2.0,1481,50386.0,"Calle 17 4, 052410 Caucasia, Colombia",11935.0,127040.0,127040.0,196.0,2020-10-13 08:22:29.0,613536308,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
429127,70278422,2020-10-13 08:44:04,329094,2.4739169999999997,-76.5803,0,0,Excesos de velocidad,24750,43826,44.0,2020-10-11 12:15:17.787,2020-10-13 08:21:52.0,66865.0,109162.0,2.0,1481,50386.0,"Calle 78 Norte 9-83, 190001 Popayán, Colombia",37901.0,325048.0,325048.0,626.0,2020-10-13 08:29:24.0,613535117,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
429414,70225472,2020-10-13 05:01:18,329091,3.721004,-76.41626,0,0,Excesos de velocidad,24749,43826,44.0,2020-10-11 12:10:42.263,2020-10-13 08:18:29.0,70471.0,112332.0,2.0,1481,50386.0,"763022 Tuluá, Colombia",10456.0,109524.0,109524.0,172.0,2020-10-13 08:23:30.0,613535453,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
429415,70334820,2020-10-13 11:41:55,329091,3.865132,-76.37769,0,0,Excesos de velocidad,24749,43826,44.0,2020-10-11 12:10:42.263,2020-10-13 08:18:29.0,70471.0,112332.0,2.0,1481,50386.0,"763022 Tuluá, Colombia",10456.0,109524.0,109524.0,172.0,2020-10-13 08:23:30.0,613535453,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
429416,70225743,2020-10-13 05:01:40,329091,3.742932,-76.40587,0,0,Excesos de velocidad,24749,43826,44.0,2020-10-11 12:10:42.263,2020-10-13 08:18:29.0,70471.0,112332.0,2.0,1481,50386.0,"763022 Tuluá, Colombia",10456.0,109524.0,109524.0,172.0,2020-10-13 08:23:30.0,613535453,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Urbano,URBANO_SEC,IMBOCAR S.A.S,10
432264,70271245,2020-10-13 08:07:18,329055,3.252764,-73.30149,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432265,70271449,2020-10-13 08:07:53,329055,3.251015,-73.30544,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432266,70271966,2020-10-13 08:08:51,329055,3.2332400000000003,-73.31953,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432267,70281142,2020-10-13 08:56:38,329055,2.773391,-72.74728,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432268,70270434,2020-10-13 08:02:28,329055,3.244641,-73.30983,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432269,70270228,2020-10-13 08:02:06,329055,3.250701,-73.30637,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432270,70272039,2020-10-13 08:09:49,329055,3.245804,-73.30960999999999,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
432271,70272009,2020-10-13 08:09:14,329055,3.246995,-73.30936,0,0,Excesos de velocidad,22611,43826,44.0,2020-10-11 11:55:25.553,2020-10-13 08:05:25.0,69114.0,111481.0,3.0,1485,50386.0,"65-46, 503007 Puerto Lleras, Colombia",57728.0,551004.0,551004.0,933.0,2020-10-13 08:16:43.0,613534299,OPPERAR COLOMBIA S.A.S.,ET,1641,1.0,MOSQUERA,-74.22826847270001,4.71430462524,25473,Activa,Regional,VIAJERA_SE,IMBOCAR S.A.S,10
